,paper,reference
860,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,On the Synchronization in Parallel Communicating Grammar Systems.
861,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,The Clean Termination of Iterative Programs.
862,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.
863,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
864,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,A Modal Logic for Message Passing Processes.
865,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,Maintaining Range Trees in Secondary Memory. Part I: Partitions.
866,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.
867,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,A Synthesis of Several Sorting Algorithms.
868,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,Disjunctivity and other properties of sets of pseudo-bordered words.
869,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
870,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,Automatic verification of concurrent systems using a formula-based compositional approach.
871,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,Efficient controller synthesis for a fragment of MTL
872,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.
873,Trace Nets and Process Automata.,Variance Reduction Techniques for the Simulation of Markov Process.
874,Trace Nets and Process Automata.,A general account of coinduction up-to.
875,Trace Nets and Process Automata.,Branching Processes in the Analysis of the Heights of Trees.
876,Trace Nets and Process Automata.,On Removing the Machine from the Language.
877,Trace Nets and Process Automata.,Best Huffman Trees.
878,Metric propositional neighborhood logic with an equivalence relation.,Optimizing the Costs of Hierarchical Quorum Consensus.
879,Metric propositional neighborhood logic with an equivalence relation.,Type-based information flow analysis for the pi-calculus.
880,Metric propositional neighborhood logic with an equivalence relation.,Fifo Nets Without Order Deadlock.
881,Metric propositional neighborhood logic with an equivalence relation.,The Expressive Power of Delay Operators in SCCS.
882,Metric propositional neighborhood logic with an equivalence relation.,Maximum Entropy and the 
883,Metric propositional neighborhood logic with an equivalence relation.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
884,Metric propositional neighborhood logic with an equivalence relation.,Two Notions of Correctness and Their Relation to Testing.
885,Metric propositional neighborhood logic with an equivalence relation.,Best Huffman Trees.
886,Metric propositional neighborhood logic with an equivalence relation.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
887,Parallel Integer Sorting and Simulation Amongst CRCW Models.,Infinite Proof Rules for Loops.
888,Parallel Integer Sorting and Simulation Amongst CRCW Models.,Context-Free Graph Grammars and Concatenation of Graphs.
889,Parallel Integer Sorting and Simulation Amongst CRCW Models.,On a Class of Recursive Procedures and Equivalent Iterative Ones.
890,Parallel Integer Sorting and Simulation Amongst CRCW Models.,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems."
891,Parallel Integer Sorting and Simulation Amongst CRCW Models.,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
892,Parallel Integer Sorting and Simulation Amongst CRCW Models.,Does indirect addressing matter? - A note.
893,Parallel Integer Sorting and Simulation Amongst CRCW Models.,Trace Nets and Process Automata.
894,Parallel Integer Sorting and Simulation Amongst CRCW Models.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
895,Parallel Integer Sorting and Simulation Amongst CRCW Models.,On an Equivalence between Continuation and Stack Semantics.
896,Pattern Matching in Trees and Nets.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
897,Pattern Matching in Trees and Nets.,Regular and context-free nominal traces.
898,Pattern Matching in Trees and Nets.,Program Refinement in Fair Transition Systems.
899,Pattern Matching in Trees and Nets.,Sur une Conjecture de S. Greibach.
900,Pattern Matching in Trees and Nets.,A Workload Model Representative of Static and Dynamic Characteristics.
901,Pattern Matching in Trees and Nets.,Two Notions of Correctness and Their Relation to Testing.
902,Pattern Matching in Trees and Nets.,Best Huffman Trees.
903,NP-complete Problems Simplified on Tree Schemas.,Modelling higher-order dual nondeterminacy.
904,NP-complete Problems Simplified on Tree Schemas.,A Note on Multihead Automata and Context-Sensitive Languages
905,NP-complete Problems Simplified on Tree Schemas.,COSY - A System Specification Language Based on Paths and Processes.
906,NP-complete Problems Simplified on Tree Schemas.,STG decomposition strategies in combination with unfolding.
907,NP-complete Problems Simplified on Tree Schemas.,Special issue: Synthesis and SYNT 2014.
908,NP-complete Problems Simplified on Tree Schemas.,Weakly Context-Sensitive Languages as Model for Programming Languages.
909,NP-complete Problems Simplified on Tree Schemas.,Optimizing the Costs of Hierarchical Quorum Consensus.
910,NP-complete Problems Simplified on Tree Schemas.,On the Look-Ahead Problem in Lexical Analysis.
911,NP-complete Problems Simplified on Tree Schemas.,A general account of coinduction up-to.
912,NP-complete Problems Simplified on Tree Schemas.,NP-complete Problems Simplified on Tree Schemas.
913,NP-complete Problems Simplified on Tree Schemas.,A Three-Stage Construction for Multiconnection Networks.
914,NP-complete Problems Simplified on Tree Schemas.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
915,NP-complete Problems Simplified on Tree Schemas.,Functional Behavior in Data Spaces.
916,On the Power of Chain Rules in Context Free Grammars.,A Note on Multihead Automata and Context-Sensitive Languages
917,On the Power of Chain Rules in Context Free Grammars.,The Construction of Operator Interfaces Based on Logical Input Devices.
918,On the Power of Chain Rules in Context Free Grammars.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
919,On the Power of Chain Rules in Context Free Grammars.,A theory of structural stationarity in the 
920,On the Power of Chain Rules in Context Free Grammars.,Automatic verification of concurrent systems using a formula-based compositional approach.
921,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.
922,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.,Variance Reduction Techniques for the Simulation of Markov Process.
923,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.,Multitype Multiprogramming Models.
924,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.,Program Refinement in Fair Transition Systems.
925,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.,On the Look-Ahead Problem in Lexical Analysis.
926,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.,Sur une Conjecture de S. Greibach.
927,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.,The Synthesis Problem of Petri Nets.
928,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.,A Modal Logic for Message Passing Processes.
929,A characterization of rational D0L power series.,Bounded Quantification and Relations Recognizable by Finite Automata.
930,A characterization of rational D0L power series.,What is Failure? An Approach to Constructive Negation.
931,A characterization of rational D0L power series.,Deterministic pushdown-CD-systems of stateless deterministic R(1)-automata.
932,A characterization of rational D0L power series.,Special issue: Synthesis and SYNT 2014.
933,A characterization of rational D0L power series.,The Construction of Operator Interfaces Based on Logical Input Devices.
934,A characterization of rational D0L power series.,The Clean Termination of Iterative Programs.
935,A characterization of rational D0L power series.,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.
936,A characterization of rational D0L power series.,"Demonic, angelic and unbounded probabilistic choices in sequential programs."
937,A characterization of rational D0L power series.,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.
938,A characterization of rational D0L power series.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
939,A characterization of rational D0L power series.,The Expressive Power of Delay Operators in SCCS.
940,A characterization of rational D0L power series.,Calculi for Interaction.
941,A characterization of rational D0L power series.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
942,A characterization of rational D0L power series.,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.
943,A characterization of rational D0L power series.,On an Equivalence between Continuation and Stack Semantics.
944,A characterization of rational D0L power series.,Compositional Refinements in Multiple Blackboard Systems.
945,The Derivation of Systolic Implementations of Programs.,Modelling higher-order dual nondeterminacy.
946,The Derivation of Systolic Implementations of Programs.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
947,The Derivation of Systolic Implementations of Programs.,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.
948,The Derivation of Systolic Implementations of Programs.,Concurrent Bisimulations in Petri Nets.
949,The Derivation of Systolic Implementations of Programs.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
950,The Derivation of Systolic Implementations of Programs.,State space axioms for T-systems.
951,The Derivation of Systolic Implementations of Programs.,Algorithms for Fast Evaluation of Boolean Expressions.
952,The Derivation of Systolic Implementations of Programs.,"Demonic, angelic and unbounded probabilistic choices in sequential programs."
953,The Derivation of Systolic Implementations of Programs.,Equational weighted tree transformations.
954,The Derivation of Systolic Implementations of Programs.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
955,The Derivation of Systolic Implementations of Programs.,The Expressive Power of Delay Operators in SCCS.
956,The Derivation of Systolic Implementations of Programs.,A Workload Model Representative of Static and Dynamic Characteristics.
957,The Derivation of Systolic Implementations of Programs.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
958,The Derivation of Systolic Implementations of Programs.,A Note on the Density of Inherently Ambiguous Context-free Languages.
959,Fifo Nets Without Order Deadlock.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
960,Fifo Nets Without Order Deadlock.,A theory of structural stationarity in the 
961,Fifo Nets Without Order Deadlock.,On Removing the Machine from the Language.
962,On the Complementation Rule for Multivalued Dependencies in Database Relations.,A Note on Multihead Automata and Context-Sensitive Languages
963,On the Complementation Rule for Multivalued Dependencies in Database Relations.,Explaining the Wheel Sieve.
964,On the Complementation Rule for Multivalued Dependencies in Database Relations.,Regular and context-free nominal traces.
965,On the Complementation Rule for Multivalued Dependencies in Database Relations.,Recursive Petri nets.
966,On the Complementation Rule for Multivalued Dependencies in Database Relations.,On regular tree languages and deterministic pushdown automata.
967,On the Complementation Rule for Multivalued Dependencies in Database Relations.,A Three-Stage Construction for Multiconnection Networks.
968,Equational weighted tree transformations.,Behavioural Approaches to Algebraic Specifications: A Comparative Study.
969,Equational weighted tree transformations.,STG decomposition strategies in combination with unfolding.
970,Equational weighted tree transformations.,Variance Reduction Techniques for the Simulation of Markov Process.
971,Equational weighted tree transformations.,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
972,Equational weighted tree transformations.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
973,Equational weighted tree transformations.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
974,Equational weighted tree transformations.,Calculi for Interaction.
975,Equational weighted tree transformations.,Trace- and failure-based semantics for responsiveness.
976,Equational weighted tree transformations.,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.
977,Equational weighted tree transformations.,Two Notions of Correctness and Their Relation to Testing.
978,Equational weighted tree transformations.,Persistence of Vector Replacement Systems is Decidable.
979,Merged processes: a new condensed representation of Petri net behaviour.,Gobang ist PSPACE-vollständig.
980,Merged processes: a new condensed representation of Petri net behaviour.,Automatic Correction of Syntax-Errors in Programming Languages.
981,Merged processes: a new condensed representation of Petri net behaviour.,A Conservation Law for G/G/m Queueing Systems.
982,Merged processes: a new condensed representation of Petri net behaviour.,Context-Free Graph Grammars and Concatenation of Graphs.
983,Merged processes: a new condensed representation of Petri net behaviour.,Synchronized regular expressions.
984,Merged processes: a new condensed representation of Petri net behaviour.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
985,Merged processes: a new condensed representation of Petri net behaviour.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
986,Merged processes: a new condensed representation of Petri net behaviour.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
987,Merged processes: a new condensed representation of Petri net behaviour.,Compositional Refinements in Multiple Blackboard Systems.
988,Merged processes: a new condensed representation of Petri net behaviour.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
989,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,Another Polynomial Homomorphism.
990,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,Optimizing the Costs of Hierarchical Quorum Consensus.
991,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,State space axioms for T-systems.
992,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,Relational structures model of concurrency.
993,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,On Efficient Entreeings.
994,A Three-Stage Construction for Multiconnection Networks.,Variance Reduction Techniques for the Simulation of Markov Process.
995,A Three-Stage Construction for Multiconnection Networks.,Context-Free Graph Grammars and Concatenation of Graphs.
996,A Three-Stage Construction for Multiconnection Networks.,"Demonic, angelic and unbounded probabilistic choices in sequential programs."
997,A Three-Stage Construction for Multiconnection Networks.,On regular tree languages and deterministic pushdown automata.
998,A Three-Stage Construction for Multiconnection Networks.,On the Power of Chain Rules in Context Free Grammars.
999,A Three-Stage Construction for Multiconnection Networks.,A Three-Stage Construction for Multiconnection Networks.
1000,A Three-Stage Construction for Multiconnection Networks.,The Expressive Power of Delay Operators in SCCS.
1001,The Expressive Power of Delay Operators in SCCS.,Enhanced prefetching and caching strategies for single- and multi-disk systems.
1002,The Expressive Power of Delay Operators in SCCS.,Modeling Splits in File Structures.
1003,Calculi for Interaction.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
1004,Calculi for Interaction.,Gobang ist PSPACE-vollständig.
1005,Calculi for Interaction.,Program Refinement in Fair Transition Systems.
1006,Calculi for Interaction.,On weighted first-order logics with discounting.
1007,Calculi for Interaction.,Calculi for Interaction.
1008,Calculi for Interaction.,"Invariants, Composition, and Substitution."
1009,Calculi for Interaction.,Relational structures model of concurrency.
1010,A Synthesis of Several Sorting Algorithms.,A Note on Multihead Automata and Context-Sensitive Languages
1011,A Synthesis of Several Sorting Algorithms.,Context-Free Graph Grammars and Concatenation of Graphs.
1012,A Synthesis of Several Sorting Algorithms.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
1013,A Synthesis of Several Sorting Algorithms.,A theory of structural stationarity in the 
1014,A Synthesis of Several Sorting Algorithms.,Relational structures model of concurrency.
1015,A Synthesis of Several Sorting Algorithms.,Complete Problems for Space Bounded Subclasses of NP.
1016,A Workload Model Representative of Static and Dynamic Characteristics.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
1017,A Workload Model Representative of Static and Dynamic Characteristics.,Multitype Multiprogramming Models.
1018,Gray visiting Motzkins.,Bounded Quantification and Relations Recognizable by Finite Automata.
1019,Gray visiting Motzkins.,Another Polynomial Homomorphism.
1020,Gray visiting Motzkins.,Gobang ist PSPACE-vollständig.
1021,Gray visiting Motzkins.,Multitype Multiprogramming Models.
1022,Gray visiting Motzkins.,On the Look-Ahead Problem in Lexical Analysis.
1023,Gray visiting Motzkins.,Sur une Conjecture de S. Greibach.
1024,Gray visiting Motzkins.,The Synthesis Problem of Petri Nets.
1025,Gray visiting Motzkins.,Modeling Splits in File Structures.
1026,Gray visiting Motzkins.,Pattern Matching in Trees and Nets.
1027,Gray visiting Motzkins.,A Three-Stage Construction for Multiconnection Networks.
1028,Gray visiting Motzkins.,Trace- and failure-based semantics for responsiveness.
1029,Gray visiting Motzkins.,A theory of structural stationarity in the 
1030,Gray visiting Motzkins.,On Removing the Machine from the Language.
1031,Gray visiting Motzkins.,Complete Problems for Space Bounded Subclasses of NP.
1032,Gray visiting Motzkins.,Functional Behavior in Data Spaces.
1033,Trace- and failure-based semantics for responsiveness.,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.
1034,Trace- and failure-based semantics for responsiveness.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
1035,Trace- and failure-based semantics for responsiveness.,Program Refinement in Fair Transition Systems.
1036,Trace- and failure-based semantics for responsiveness.,A Comparison of Two Synchronizing Concepts.
1037,Trace- and failure-based semantics for responsiveness.,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
1038,Trace- and failure-based semantics for responsiveness.,On regular tree languages and deterministic pushdown automata.
1039,Trace- and failure-based semantics for responsiveness.,A theory of structural stationarity in the 
1040,Trace- and failure-based semantics for responsiveness.,Computational Algorithms for Networks of Queues with Rejection Blocking.
1041,Trace- and failure-based semantics for responsiveness.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
1042,Trace- and failure-based semantics for responsiveness.,Automatic verification of concurrent systems using a formula-based compositional approach.
1043,Trace- and failure-based semantics for responsiveness.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
1044,Branching Processes in the Analysis of the Heights of Trees.,Instruction sequence processing operators.
1045,Branching Processes in the Analysis of the Heights of Trees.,STG decomposition strategies in combination with unfolding.
1046,Branching Processes in the Analysis of the Heights of Trees.,On the Look-Ahead Problem in Lexical Analysis.
1047,Branching Processes in the Analysis of the Heights of Trees.,Modeling Splits in File Structures.
1048,Least Upper Bound on the Cost of Optimum Binary Search Trees.,State space axioms for T-systems.
1049,Least Upper Bound on the Cost of Optimum Binary Search Trees.,The Synthesis Problem of Petri Nets.
1050,Least Upper Bound on the Cost of Optimum Binary Search Trees.,An Efficiency Preorder for Processes.
1051,Least Upper Bound on the Cost of Optimum Binary Search Trees.,A Modal Logic for Message Passing Processes.
1052,Least Upper Bound on the Cost of Optimum Binary Search Trees.,On the Power of Chain Rules in Context Free Grammars.
1053,Least Upper Bound on the Cost of Optimum Binary Search Trees.,Maximum Entropy and the 
1054,Least Upper Bound on the Cost of Optimum Binary Search Trees.,Two Notions of Correctness and Their Relation to Testing.
1055,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.,Contextual Nets.
1056,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.,STG decomposition strategies in combination with unfolding.
1057,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.,Weakly Context-Sensitive Languages as Model for Programming Languages.
1058,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.,Algorithms for Fast Evaluation of Boolean Expressions.
1059,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.,Branching Processes in the Analysis of the Heights of Trees.
1060,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
1061,"Invariants, Composition, and Substitution.","Running a job on a collection of partly available machines, with on-line restarts."
1062,"Invariants, Composition, and Substitution.",Type-based information flow analysis for the pi-calculus.
1063,"Invariants, Composition, and Substitution.",How to Calculate Symmetries of Petri Nets.
1064,"Invariants, Composition, and Substitution.",The Synthesis Problem of Petri Nets.
1065,"Invariants, Composition, and Substitution.",Trace Nets and Process Automata.
1066,"Invariants, Composition, and Substitution.",Metric propositional neighborhood logic with an equivalence relation.
1067,"Invariants, Composition, and Substitution.",Pattern Matching in Trees and Nets.
1068,"Invariants, Composition, and Substitution.",Merged processes: a new condensed representation of Petri net behaviour.
1069,"Invariants, Composition, and Substitution.",Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
1070,"Invariants, Composition, and Substitution.",Automatic verification of concurrent systems using a formula-based compositional approach.
1071,"Invariants, Composition, and Substitution.",Functional Behavior in Data Spaces.
1072,Maximum Entropy and the ,Variance Reduction Techniques for the Simulation of Markov Process.
1073,Maximum Entropy and the ,Regular and context-free nominal traces.
1074,Maximum Entropy and the ,Optimizing the Costs of Hierarchical Quorum Consensus.
1075,Maximum Entropy and the ,State space axioms for T-systems.
1076,Maximum Entropy and the ,Sur une Conjecture de S. Greibach.
1077,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Bounded Quantification and Relations Recognizable by Finite Automata.
1078,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Automatic Correction of Syntax-Errors in Programming Languages.
1079,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Enhanced prefetching and caching strategies for single- and multi-disk systems.
1080,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,The Synthesis Problem of Petri Nets.
1081,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Synchronized regular expressions.
1082,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Best Huffman Trees.
1083,A theory of structural stationarity in the ,Another Polynomial Homomorphism.
1084,A theory of structural stationarity in the ,Algorithms for Fast Evaluation of Boolean Expressions.
1085,A theory of structural stationarity in the ,The Synthesis Problem of Petri Nets.
1086,A theory of structural stationarity in the ,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
1087,A theory of structural stationarity in the ,The Expressive Power of Delay Operators in SCCS.
1088,Hex ist PSPACE-vollständig.,Modelling higher-order dual nondeterminacy.
1089,Hex ist PSPACE-vollständig.,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.
1090,Hex ist PSPACE-vollständig.,Contextual Nets.
1091,Hex ist PSPACE-vollständig.,Recursive Petri nets.
1092,Hex ist PSPACE-vollständig.,"Running a job on a collection of partly available machines, with on-line restarts."
1093,Hex ist PSPACE-vollständig.,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.
1094,Hex ist PSPACE-vollständig.,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.
1095,Hex ist PSPACE-vollständig.,Algorithms for Fast Evaluation of Boolean Expressions.
1096,Hex ist PSPACE-vollständig.,A general account of coinduction up-to.
1097,Hex ist PSPACE-vollständig.,Pattern Matching in Trees and Nets.
1098,Hex ist PSPACE-vollständig.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1099,Hex ist PSPACE-vollständig.,Gray visiting Motzkins.
1100,Hex ist PSPACE-vollständig.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
1101,Hex ist PSPACE-vollständig.,On an Equivalence between Continuation and Stack Semantics.
1102,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Contextual Nets.
1103,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Bounded Quantification and Relations Recognizable by Finite Automata.
1104,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Instruction sequence processing operators.
1105,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,The Construction of Operator Interfaces Based on Logical Input Devices.
1106,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Enhanced prefetching and caching strategies for single- and multi-disk systems.
1107,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,On the Look-Ahead Problem in Lexical Analysis.
1108,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Context-Free Graph Grammars and Concatenation of Graphs.
1109,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,The Synthesis Problem of Petri Nets.
1110,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,An Efficiency Preorder for Processes.
1111,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Relational structures model of concurrency.
1112,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
1113,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
1114,Disjunctivity and other properties of sets of pseudo-bordered words.,Weakly Context-Sensitive Languages as Model for Programming Languages.
1115,Disjunctivity and other properties of sets of pseudo-bordered words.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
1116,Disjunctivity and other properties of sets of pseudo-bordered words.,Data Encodings and Their Costs.
1117,Disjunctivity and other properties of sets of pseudo-bordered words.,Type-based information flow analysis for the pi-calculus.
1118,Disjunctivity and other properties of sets of pseudo-bordered words.,A Conservation Law for G/G/m Queueing Systems.
1119,Disjunctivity and other properties of sets of pseudo-bordered words.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
1120,Disjunctivity and other properties of sets of pseudo-bordered words.,Trace- and failure-based semantics for responsiveness.
1121,Disjunctivity and other properties of sets of pseudo-bordered words.,A theory of structural stationarity in the 
1122,Disjunctivity and other properties of sets of pseudo-bordered words.,On an Equivalence between Continuation and Stack Semantics.
1123,Disjunctivity and other properties of sets of pseudo-bordered words.,A Note on the Density of Inherently Ambiguous Context-free Languages.
1124,Disjunctivity and other properties of sets of pseudo-bordered words.,Computational Algorithms for Networks of Queues with Rejection Blocking.
1125,Disjunctivity and other properties of sets of pseudo-bordered words.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
1126,Disjunctivity and other properties of sets of pseudo-bordered words.,Automatic verification of concurrent systems using a formula-based compositional approach.
1127,Disjunctivity and other properties of sets of pseudo-bordered words.,On Removing the Machine from the Language.
1128,Disjunctivity and other properties of sets of pseudo-bordered words.,Persistence of Vector Replacement Systems is Decidable.
1129,Relational structures model of concurrency.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
1130,Relational structures model of concurrency.,A theory of structural stationarity in the 
1131,On an Equivalence between Continuation and Stack Semantics.,A Note on Multihead Automata and Context-Sensitive Languages
1132,On an Equivalence between Continuation and Stack Semantics.,Gobang ist PSPACE-vollständig.
1133,On an Equivalence between Continuation and Stack Semantics.,Representation and uniformization of algebraic transductions.
1134,On an Equivalence between Continuation and Stack Semantics.,Program Refinement in Fair Transition Systems.
1135,On an Equivalence between Continuation and Stack Semantics.,On the Look-Ahead Problem in Lexical Analysis.
1136,On an Equivalence between Continuation and Stack Semantics.,A Comparison of Two Synchronizing Concepts.
1137,On an Equivalence between Continuation and Stack Semantics.,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems."
1138,On an Equivalence between Continuation and Stack Semantics.,On weighted first-order logics with discounting.
1139,On an Equivalence between Continuation and Stack Semantics.,"Demonic, angelic and unbounded probabilistic choices in sequential programs."
1140,On an Equivalence between Continuation and Stack Semantics.,Modeling Splits in File Structures.
1141,On an Equivalence between Continuation and Stack Semantics.,Pattern Matching in Trees and Nets.
1142,On an Equivalence between Continuation and Stack Semantics.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
1143,On an Equivalence between Continuation and Stack Semantics.,On Removing the Machine from the Language.
1144,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,A Complete Algebraic Characterization of Behavioral Subtyping.
1145,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Instruction sequence processing operators.
1146,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Quad Trees: A Data Structure for Retrieval on Composite Keys.
1147,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,A theory of formal synthesis via inductive learning.
1148,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Ein Vollständigkeitssatz für Programme und Schaltkreise.
1149,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Context-Free Graph Grammars and Concatenation of Graphs.
1150,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,On weighted first-order logics with discounting.
1151,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Pattern Matching in Trees and Nets.
