,Author,Editor,Paper,Affiliation,CompanyUniversity,Decision,Opinion
655,Christian Lengauer,George Leih,Parallel Integer Sorting Using Small Operations.,Microsoft,Company,Denied,"Nice paper, but not too much interesting."
656,Juha Honkala,George Leih,Parallel Integer Sorting Using Small Operations.,Microsoft,Company,Accepted,Really good.
657,John Darlington,George Leih,Parallel Integer Sorting Using Small Operations.,UDL,University,Accepted,Nice to know.
658,Arnold Schönhage,Karl Meinke,Stochastic cooperative distributed grammar systems and random graphs.,Intel,Company,Denied,Too much boring.
659,Norbert Blum,Karl Meinke,Stochastic cooperative distributed grammar systems and random graphs.,UDL,University,Accepted,Really good.
660,Sanjeev Saxena,Karl Meinke,Performance Evaluation of Fork and Join Synchronization Primitives.,Microsoft,Company,Denied,Really good.
661,Ernst-Rüdiger Olderog,Karl Meinke,Performance Evaluation of Fork and Join Synchronization Primitives.,Microsoft,Company,Accepted,Nice to know.
662,Arnold Schönhage,Walter J. Savitch,Some properties of the disjunctive languages contained in ,Microsoft,Company,Denied,"Nice paper, but not too much interesting."
663,Oded Shmueli,Walter J. Savitch,Some properties of the disjunctive languages contained in ,Intel,Company,Accepted,"Nice paper, but not too much interesting."
664,Robin Milner,Walter J. Savitch,Some properties of the disjunctive languages contained in ,Microsoft,Company,Denied,Really good.
665,Ernst-Rüdiger Olderog,Walter J. Savitch,Some properties of the disjunctive languages contained in ,UPC,University,Denied,Really good.
666,Arnold Schönhage,Karl Meinke,Systolic Automata for VLSI on Balanced Trees.,UPC,University,Denied,Really good.
667,Luc Devroye,Karl Meinke,Systolic Automata for VLSI on Balanced Trees.,UPC,University,Denied,Nice to know.
668,Oded Shmueli,Karl Meinke,Systolic Automata for VLSI on Balanced Trees.,UPC,University,Denied,Too much boring.
669,Arnold Schönhage,Karl Meinke,Systolic Automata for VLSI on Balanced Trees.,Intel,Company,Denied,"Nice paper, but not too much interesting."
670,Christian Lengauer,George Leih,A new natural structural congruence in the pi-calculus with replication.,Microsoft,Company,Accepted,Nice to know.
671,Juha Honkala,George Leih,A new natural structural congruence in the pi-calculus with replication.,UPC,University,Denied,Too much boring.
672,Joachim Biskup,George Leih,A new natural structural congruence in the pi-calculus with replication.,Microsoft,Company,Accepted,Too much boring.
673,Chua-Huang Huang,George Leih,Optimal Multiprogramming.,UDL,University,Accepted,Nice to know.
674,Sanjeev Saxena,George Leih,Optimal Multiprogramming.,Intel,Company,Accepted,Really good.
675,Hans Ulrich Simon,George Leih,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Microsoft,Company,Accepted,"Nice paper, but not too much interesting."
676,Robin Milner,George Leih,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Intel,Company,Denied,Nice to know.
677,Norbert Blum,George Leih,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,UPC,University,Denied,Really good.
678,Hans Ulrich Simon,George Leih,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Microsoft,Company,Denied,Nice to know.
679,Joachim Biskup,Karl Meinke,On Real-Time Cellular Automata and Trellis Automata.,Microsoft,Company,Accepted,"Nice paper, but not too much interesting."
680,Arnold Schönhage,Karl Meinke,On Real-Time Cellular Automata and Trellis Automata.,Intel,Company,Accepted,Nice to know.
681,Chua-Huang Huang,Karl Meinke,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,UDL,University,Accepted,Nice to know.
682,Hans Ulrich Simon,Karl Meinke,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Microsoft,Company,Denied,"Nice paper, but not too much interesting."
683,Arnold Schönhage,Walter J. Savitch,Performance Preorder and Competitive Equivalence.,Intel,Company,Denied,"Nice paper, but not too much interesting."
684,Joachim Biskup,Walter J. Savitch,Performance Preorder and Competitive Equivalence.,UPC,University,Denied,Nice to know.
685,Arnold Schönhage,Walter J. Savitch,Performance Preorder and Competitive Equivalence.,Microsoft,Company,Accepted,Really good.
686,Hans Ulrich Simon,Walter J. Savitch,Performance Preorder and Competitive Equivalence.,UPC,University,Accepted,Nice to know.
687,Norbert Blum,Walter J. Savitch,A Survey of Normal Form Covers for Context Free Grammars.,Intel,Company,Accepted,Nice to know.
688,Hans Ulrich Simon,Walter J. Savitch,A Survey of Normal Form Covers for Context Free Grammars.,Intel,Company,Denied,Too much boring.
689,Demetres D. Kouvatsos,Walter J. Savitch,A Survey of Normal Form Covers for Context Free Grammars.,Intel,Company,Denied,Too much boring.
690,Sanjeev Saxena,Walter J. Savitch,A Note on Synthesis and Classification of Sorting Algorithms.,Microsoft,Company,Denied,"Nice paper, but not too much interesting."
691,Grzegorz Rozenberg,Walter J. Savitch,A Note on Synthesis and Classification of Sorting Algorithms.,UPC,University,Denied,Too much boring.
692,Nathan Goodman,Walter J. Savitch,A Note on Synthesis and Classification of Sorting Algorithms.,Microsoft,Company,Denied,Nice to know.
693,Ryszard Janicki,Walter J. Savitch,A Note on Synthesis and Classification of Sorting Algorithms.,Intel,Company,Accepted,Too much boring.
694,Norbert Blum,Karl Meinke,Liveness of a mutex algorithm in a fair process algebra.,Microsoft,Company,Accepted,Nice to know.
695,Juha Honkala,Karl Meinke,Liveness of a mutex algorithm in a fair process algebra.,UDL,University,Denied,Nice to know.
696,Arnold Schönhage,George Leih,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Intel,Company,Accepted,Nice to know.
697,Nathan Goodman,George Leih,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Microsoft,Company,Accepted,Nice to know.
698,M. Italiani,George Leih,"Another Look at the ""Longest Ascending Subsequence"" Problem.",Microsoft,Company,Denied,"Nice paper, but not too much interesting."
699,Norbert Blum,George Leih,"Another Look at the ""Longest Ascending Subsequence"" Problem.",UDL,University,Accepted,Really good.
700,Arnold Schönhage,George Leih,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,UDL,University,Denied,Really good.
701,Oded Shmueli,George Leih,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,UDL,University,Accepted,Really good.
702,John Darlington,Walter J. Savitch,Models for Reactivity.,UDL,University,Accepted,Really good.
703,Juha Honkala,Walter J. Savitch,Models for Reactivity.,UDL,University,Accepted,Too much boring.
704,Hans Ulrich Simon,Walter J. Savitch,Models for Reactivity.,Microsoft,Company,Accepted,Really good.
705,Juha Honkala,Karl Meinke,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.",UPC,University,Denied,Really good.
706,Ryszard Janicki,Karl Meinke,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.",Intel,Company,Denied,Nice to know.
707,Nathan Goodman,Karl Meinke,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.",UDL,University,Accepted,"Nice paper, but not too much interesting."
708,Oded Shmueli,Karl Meinke,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition.",Intel,Company,Denied,Too much boring.
709,Joachim Biskup,Walter J. Savitch,A Proof System for Distributed Processes.,Intel,Company,Accepted,Really good.
710,Sanjeev Saxena,Walter J. Savitch,A Proof System for Distributed Processes.,Intel,Company,Accepted,"Nice paper, but not too much interesting."
711,Oded Shmueli,Walter J. Savitch,A Proof System for Distributed Processes.,Microsoft,Company,Accepted,Too much boring.
712,Sanjeev Saxena,Walter J. Savitch,A Proof System for Distributed Processes.,Intel,Company,Accepted,Really good.
713,Juha Honkala,George Leih,Finite State Relational Programs.,UDL,University,Accepted,Nice to know.
714,Robin Milner,George Leih,Finite State Relational Programs.,Intel,Company,Denied,"Nice paper, but not too much interesting."
715,Victor Khomenko,George Leih,Finite State Relational Programs.,Intel,Company,Accepted,Too much boring.
716,Prakash Panangaden,George Leih,Finite State Relational Programs.,UDL,University,Accepted,Nice to know.
717,Chua-Huang Huang,George Leih,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.,Microsoft,Company,Denied,Nice to know.
718,Demetres D. Kouvatsos,George Leih,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.,Intel,Company,Accepted,"Nice paper, but not too much interesting."
719,Hans Ulrich Simon,George Leih,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.,UPC,University,Accepted,Nice to know.
720,Nathan Goodman,George Leih,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.,UDL,University,Accepted,Nice to know.
721,Hans Ulrich Simon,George Leih,MAT learners for tree series: an abstract data type and two realizations.,Microsoft,Company,Denied,Nice to know.
722,Nathan Goodman,George Leih,MAT learners for tree series: an abstract data type and two realizations.,UDL,University,Accepted,Really good.
723,Oded Shmueli,Walter J. Savitch,Exponentially decreasing number of operations in balanced trees.,UDL,University,Accepted,Really good.
724,Maciej Koutny,Walter J. Savitch,Exponentially decreasing number of operations in balanced trees.,Microsoft,Company,Accepted,Really good.
725,Norbert Blum,George Leih,Correctness of the Compiling Process Based on Axiomatic Semantics.,Microsoft,Company,Accepted,Too much boring.
726,Nathan Goodman,George Leih,Correctness of the Compiling Process Based on Axiomatic Semantics.,UDL,University,Accepted,Too much boring.
727,Oded Shmueli,George Leih,Correctness of the Compiling Process Based on Axiomatic Semantics.,Intel,Company,Accepted,Nice to know.
728,Rainer Kemp,George Leih,Correctness of the Compiling Process Based on Axiomatic Semantics.,Intel,Company,Denied,Really good.
729,Eric C. R. Hehner,Walter J. Savitch,Paramodulated Connection Graphs.,UPC,University,Accepted,Nice to know.
730,Hans Ulrich Simon,Walter J. Savitch,Paramodulated Connection Graphs.,UPC,University,Denied,"Nice paper, but not too much interesting."
731,Nathan Goodman,Walter J. Savitch,Paramodulated Connection Graphs.,Microsoft,Company,Denied,Really good.
732,Norbert Blum,Walter J. Savitch,Paramodulated Connection Graphs.,Intel,Company,Accepted,Too much boring.
733,John Darlington,Walter J. Savitch,Paramodulated Connection Graphs.,Microsoft,Company,Denied,Too much boring.
734,Michael Evangelist,Walter J. Savitch,Paramodulated Connection Graphs.,Intel,Company,Accepted,Nice to know.
735,Nathan Goodman,Walter J. Savitch,Paramodulated Connection Graphs.,UDL,University,Accepted,Nice to know.
736,Eric C. R. Hehner,Karl Meinke,The Lattice of Data Refinement.,UDL,University,Denied,Too much boring.
737,Carol Critchlow,Karl Meinke,The Lattice of Data Refinement.,UPC,University,Denied,Too much boring.
738,Hans Ulrich Simon,Karl Meinke,The Lattice of Data Refinement.,UPC,University,Denied,Too much boring.
739,Arnold Schönhage,Karl Meinke,Backtracking in Recursive Computations.,UPC,University,Accepted,Too much boring.
740,Nathan Goodman,Karl Meinke,Backtracking in Recursive Computations.,UPC,University,Accepted,Too much boring.
741,Robin Milner,Karl Meinke,Backtracking in Recursive Computations.,Intel,Company,Denied,"Nice paper, but not too much interesting."
742,Oded Shmueli,Karl Meinke,Backtracking in Recursive Computations.,Microsoft,Company,Accepted,Really good.
743,Oded Shmueli,Delphine Longuet,A first step in characterizing three-element codes.,Microsoft,Company,Accepted,Too much boring.
744,Norbert Blum,Delphine Longuet,A first step in characterizing three-element codes.,UPC,University,Accepted,"Nice paper, but not too much interesting."
745,Oded Shmueli,Delphine Longuet,A first step in characterizing three-element codes.,UDL,University,Accepted,"Nice paper, but not too much interesting."
746,Moon-Jung Chung,Delphine Longuet,A first step in characterizing three-element codes.,Intel,Company,Accepted,"Nice paper, but not too much interesting."
747,Hans Ulrich Simon,Delphine Longuet,A first step in characterizing three-element codes.,Intel,Company,Accepted,Too much boring.
748,Oded Shmueli,Delphine Longuet,Efficient LL(1) Error Correction and Recovery Using Only Insertions.,UPC,University,Denied,Nice to know.
749,Demetres D. Kouvatsos,Delphine Longuet,Efficient LL(1) Error Correction and Recovery Using Only Insertions.,UPC,University,Accepted,Nice to know.
750,Eric C. R. Hehner,Delphine Longuet,Efficient LL(1) Error Correction and Recovery Using Only Insertions.,UDL,University,Accepted,Really good.
