,paper,reference
1682,On the Complementation Rule for Multivalued Dependencies in Database Relations.,A Proof System for Distributed Processes.
1683,On the Complementation Rule for Multivalued Dependencies in Database Relations.,Best Huffman Trees.
1684,Equational weighted tree transformations.,Behavioural Approaches to Algebraic Specifications: A Comparative Study.
1685,Equational weighted tree transformations.,Probabilistic bisimulation for realistic schedulers.
1686,Equational weighted tree transformations.,Regular and context-free nominal traces.
1687,Equational weighted tree transformations.,On the Synchronization in Parallel Communicating Grammar Systems.
1688,Equational weighted tree transformations.,Rules of Inference for Procedure Calls.
1689,Equational weighted tree transformations.,A note on autodense related languages.
1690,Equational weighted tree transformations.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
1691,Equational weighted tree transformations.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
1692,Equational weighted tree transformations.,The stuttering principle revisited.
1693,Equational weighted tree transformations.,Systolic Automata for VLSI on Balanced Trees.
1694,Equational weighted tree transformations.,Models for Reactivity.
1695,Equational weighted tree transformations.,Paramodulated Connection Graphs.
1696,Equational weighted tree transformations.,Efficient LL(1) Error Correction and Recovery Using Only Insertions.
1697,Equational weighted tree transformations.,A Three-Stage Construction for Multiconnection Networks.
1698,Equational weighted tree transformations.,The Expressive Power of Delay Operators in SCCS.
1699,Equational weighted tree transformations.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
1700,Equational weighted tree transformations.,A theory of structural stationarity in the 
1701,Equational weighted tree transformations.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
1702,Equational weighted tree transformations.,Automatic verification of concurrent systems using a formula-based compositional approach.
1703,Equational weighted tree transformations.,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.
1704,Equational weighted tree transformations.,Persistence of Vector Replacement Systems is Decidable.
1705,Equational weighted tree transformations.,Worst Case Performance of Weighted Buddy Systems.
1706,Equational weighted tree transformations.,Applying relation algebra and Rel View to solve problems on orders and lattices.
1707,Merged processes: a new condensed representation of Petri net behaviour.,Weakly Context-Sensitive Languages as Model for Programming Languages.
1708,Merged processes: a new condensed representation of Petri net behaviour.,A note on autodense related languages.
1709,Merged processes: a new condensed representation of Petri net behaviour.,On regular tree languages and deterministic pushdown automata.
1710,Merged processes: a new condensed representation of Petri net behaviour.,Metric propositional neighborhood logic with an equivalence relation.
1711,Merged processes: a new condensed representation of Petri net behaviour.,A Principle of Independence for Binary Tree Searching.
1712,Merged processes: a new condensed representation of Petri net behaviour.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
1713,Merged processes: a new condensed representation of Petri net behaviour.,Compositional schedulability analysis of real-time actor-based systems.
1714,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,Another Polynomial Homomorphism.
1715,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,A Comparison of Two Synchronizing Concepts.
1716,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.
1717,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,On regular tree languages and deterministic pushdown automata.
1718,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,Complexity Theory and the Operational Structure of Algebraic Programming Systems.
1719,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,Finite State Relational Programs.
1720,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.
1721,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,A Note on the Density of Inherently Ambiguous Context-free Languages.
1722,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,Best Huffman Trees.
1723,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,Modelling higher-order dual nondeterminacy.
1724,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,COSY - A System Specification Language Based on Paths and Processes.
1725,A Three-Stage Construction for Multiconnection Networks.,Bounded Quantification and Relations Recognizable by Finite Automata.
1726,A Three-Stage Construction for Multiconnection Networks.,Extended multi bottom-up tree transducers.
1727,A Three-Stage Construction for Multiconnection Networks.,A Modal Logic for Message Passing Processes.
1728,A Three-Stage Construction for Multiconnection Networks.,"Semantics, calculi, and analysis for object-oriented specifications."
1729,A Three-Stage Construction for Multiconnection Networks.,Systolic Automata for VLSI on Balanced Trees.
1730,A Three-Stage Construction for Multiconnection Networks.,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition."
1731,A Three-Stage Construction for Multiconnection Networks.,On Efficient Entreeings.
1732,The Expressive Power of Delay Operators in SCCS.,"Another Look at the ""Longest Ascending Subsequence"" Problem."
1733,Calculi for Interaction.,A Complete Algebraic Characterization of Behavioral Subtyping.
1734,Calculi for Interaction.,Behavioural Approaches to Algebraic Specifications: A Comparative Study.
1735,Calculi for Interaction.,What is Failure? An Approach to Constructive Negation.
1736,Calculi for Interaction.,Enhanced prefetching and caching strategies for single- and multi-disk systems.
1737,Calculi for Interaction.,State space axioms for T-systems.
1738,Calculi for Interaction.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
1739,Calculi for Interaction.,A general account of coinduction up-to.
1740,Calculi for Interaction.,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
1741,Calculi for Interaction.,Relaxed red-black trees with group updates.
1742,Calculi for Interaction.,Liveness of a mutex algorithm in a fair process algebra.
1743,Calculi for Interaction.,Complexity Theory and the Operational Structure of Algebraic Programming Systems.
1744,Calculi for Interaction.,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition."
1745,Calculi for Interaction.,A first step in characterizing three-element codes.
1746,Calculi for Interaction.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
1747,Calculi for Interaction.,Disjunctivity and other properties of sets of pseudo-bordered words.
1748,Calculi for Interaction.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
1749,Calculi for Interaction.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
1750,Calculi for Interaction.,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.
1751,A Synthesis of Several Sorting Algorithms.,Optimizing the Costs of Hierarchical Quorum Consensus.
1752,A Synthesis of Several Sorting Algorithms.,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.
1753,A Synthesis of Several Sorting Algorithms.,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.
1754,A Synthesis of Several Sorting Algorithms.,Modeling Splits in File Structures.
1755,A Synthesis of Several Sorting Algorithms.,On regular tree languages and deterministic pushdown automata.
1756,A Synthesis of Several Sorting Algorithms.,Performance Preorder and Competitive Equivalence.
1757,A Synthesis of Several Sorting Algorithms.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
1758,A Synthesis of Several Sorting Algorithms.,Best Huffman Trees.
1759,A Workload Model Representative of Static and Dynamic Characteristics.,Recursive Petri nets.
1760,A Workload Model Representative of Static and Dynamic Characteristics.,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.
1761,A Workload Model Representative of Static and Dynamic Characteristics.,Algorithms for Fast Evaluation of Boolean Expressions.
1762,A Workload Model Representative of Static and Dynamic Characteristics.,On weighted first-order logics with discounting.
1763,A Workload Model Representative of Static and Dynamic Characteristics.,A Modal Logic for Message Passing Processes.
1764,A Workload Model Representative of Static and Dynamic Characteristics.,A Principle of Independence for Binary Tree Searching.
1765,A Workload Model Representative of Static and Dynamic Characteristics.,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.
1766,A Workload Model Representative of Static and Dynamic Characteristics.,Pattern Matching in Trees and Nets.
1767,A Workload Model Representative of Static and Dynamic Characteristics.,Fifo Nets Without Order Deadlock.
1768,A Workload Model Representative of Static and Dynamic Characteristics.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
1769,A Workload Model Representative of Static and Dynamic Characteristics.,A Workload Model Representative of Static and Dynamic Characteristics.
1770,A Workload Model Representative of Static and Dynamic Characteristics.,Efficient controller synthesis for a fragment of MTL
1771,Gray visiting Motzkins.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
1772,Gray visiting Motzkins.,On the Synchronization in Parallel Communicating Grammar Systems.
1773,Gray visiting Motzkins.,High Level Tree Transducers and Iterated Pushdown Tree Transducers.
1774,Gray visiting Motzkins.,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.
1775,Gray visiting Motzkins.,On weighted first-order logics with discounting.
1776,Gray visiting Motzkins.,Fair ambients.
1777,Gray visiting Motzkins.,Optimum Multiway Search Trees.
1778,Gray visiting Motzkins.,Backtracking in Recursive Computations.
1779,Gray visiting Motzkins.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
1780,Gray visiting Motzkins.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
1781,Gray visiting Motzkins.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
1782,Gray visiting Motzkins.,Disjunctivity and other properties of sets of pseudo-bordered words.
1783,Gray visiting Motzkins.,On an Equivalence between Continuation and Stack Semantics.
1784,Gray visiting Motzkins.,Efficient controller synthesis for a fragment of MTL
1785,Trace- and failure-based semantics for responsiveness.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
1786,Trace- and failure-based semantics for responsiveness.,A Principle of Independence for Binary Tree Searching.
1787,Trace- and failure-based semantics for responsiveness.,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.
1788,Branching Processes in the Analysis of the Heights of Trees.,State space axioms for T-systems.
1789,Branching Processes in the Analysis of the Heights of Trees.,Infinite Proof Rules for Loops.
1790,Branching Processes in the Analysis of the Heights of Trees.,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.
1791,Branching Processes in the Analysis of the Heights of Trees.,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.
1792,Branching Processes in the Analysis of the Heights of Trees.,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
1793,Branching Processes in the Analysis of the Heights of Trees.,A Survey of Normal Form Covers for Context Free Grammars.
1794,Branching Processes in the Analysis of the Heights of Trees.,"Another Look at the ""Longest Ascending Subsequence"" Problem."
1795,Branching Processes in the Analysis of the Heights of Trees.,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.
1796,Branching Processes in the Analysis of the Heights of Trees.,Pattern Matching in Trees and Nets.
1797,Branching Processes in the Analysis of the Heights of Trees.,Maximum Entropy and the 
1798,Branching Processes in the Analysis of the Heights of Trees.,Complete Problems for Space Bounded Subclasses of NP.
1799,Branching Processes in the Analysis of the Heights of Trees.,A Note on Multihead Automata and Context-Sensitive Languages
1800,Least Upper Bound on the Cost of Optimum Binary Search Trees.,Algorithms for Fast Evaluation of Boolean Expressions.
1801,Least Upper Bound on the Cost of Optimum Binary Search Trees.,How to Calculate Symmetries of Petri Nets.
1802,Least Upper Bound on the Cost of Optimum Binary Search Trees.,On weighted first-order logics with discounting.
1803,Least Upper Bound on the Cost of Optimum Binary Search Trees.,Synchronized regular expressions.
1804,Least Upper Bound on the Cost of Optimum Binary Search Trees.,The Programming Language Pascal.
1805,Least Upper Bound on the Cost of Optimum Binary Search Trees.,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.
1806,Least Upper Bound on the Cost of Optimum Binary Search Trees.,Lazy Structure Sharing for Query Optimization.
1807,Least Upper Bound on the Cost of Optimum Binary Search Trees.,"Another Look at the ""Longest Ascending Subsequence"" Problem."
1808,Least Upper Bound on the Cost of Optimum Binary Search Trees.,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.
1809,Least Upper Bound on the Cost of Optimum Binary Search Trees.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
1810,Least Upper Bound on the Cost of Optimum Binary Search Trees.,COSY - A System Specification Language Based on Paths and Processes.
1811,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.,Lazy Structure Sharing for Query Optimization.
1812,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.,Systolic Automata for VLSI on Balanced Trees.
1813,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.,Trace- and failure-based semantics for responsiveness.
1814,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.,A Note on the Density of Inherently Ambiguous Context-free Languages.
1815,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
1816,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.,Complete Problems for Space Bounded Subclasses of NP.
1817,"Invariants, Composition, and Substitution.",Probabilistic bisimulation for realistic schedulers.
1818,"Invariants, Composition, and Substitution.",Weakly Context-Sensitive Languages as Model for Programming Languages.
1819,"Invariants, Composition, and Substitution.",Multitype Multiprogramming Models.
1820,"Invariants, Composition, and Substitution.",Concurrent Bisimulations in Petri Nets.
1821,"Invariants, Composition, and Substitution.","Running a job on a collection of partly available machines, with on-line restarts."
1822,"Invariants, Composition, and Substitution.","Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems."
1823,"Invariants, Composition, and Substitution.",A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.
1824,"Invariants, Composition, and Substitution.",Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
1825,"Invariants, Composition, and Substitution.",Trace Nets and Process Automata.
1826,"Invariants, Composition, and Substitution.","Semantics, calculi, and analysis for object-oriented specifications."
1827,"Invariants, Composition, and Substitution.",Relaxed red-black trees with group updates.
1828,"Invariants, Composition, and Substitution.",Optimal Multiprogramming.
1829,"Invariants, Composition, and Substitution.",Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.
1830,"Invariants, Composition, and Substitution.",On Real-Time Cellular Automata and Trellis Automata.
1831,"Invariants, Composition, and Substitution.",MAT learners for tree series: an abstract data type and two realizations.
1832,"Invariants, Composition, and Substitution.",Merged processes: a new condensed representation of Petri net behaviour.
1833,"Invariants, Composition, and Substitution.",Computational Algorithms for Networks of Queues with Rejection Blocking.
1834,"Invariants, Composition, and Substitution.",Complete Problems for Space Bounded Subclasses of NP.
1835,"Invariants, Composition, and Substitution.",Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.
1836,"Invariants, Composition, and Substitution.",Modelling higher-order dual nondeterminacy.
1837,"Invariants, Composition, and Substitution.",Applying relation algebra and Rel View to solve problems on orders and lattices.
1838,Maximum Entropy and the ,Sur une Conjecture de S. Greibach.
1839,Maximum Entropy and the ,Recognizability of graph and pattern languages.
1840,Maximum Entropy and the ,A characterization of rational D0L power series.
1841,Maximum Entropy and the ,The Expressive Power of Delay Operators in SCCS.
1842,Maximum Entropy and the ,Relational structures model of concurrency.
1843,Maximum Entropy and the ,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.
1844,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Multitype Multiprogramming Models.
1845,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Representation and uniformization of algebraic transductions.
1846,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,State space axioms for T-systems.
1847,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,A Conservation Law for G/G/m Queueing Systems.
1848,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,On a Class of Recursive Procedures and Equivalent Iterative Ones.
1849,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,A Principle of Independence for Binary Tree Searching.
1850,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.
1851,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.
1852,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Priority Conflict-Free Petri Nets.
1853,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Optimum Multiway Search Trees.
1854,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Backtracking in Recursive Computations.
1855,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Efficient LL(1) Error Correction and Recovery Using Only Insertions.
1856,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
1857,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,A characterization of rational D0L power series.
1858,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,A Synthesis of Several Sorting Algorithms.
1859,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,A Workload Model Representative of Static and Dynamic Characteristics.
1860,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.
1861,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Best Huffman Trees.
1862,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Eliminating Unit Productions from LR Parsers.
1863,A theory of structural stationarity in the ,Variance Reduction Techniques for the Simulation of Markov Process.
1864,A theory of structural stationarity in the ,Gobang ist PSPACE-vollständig.
1865,A theory of structural stationarity in the ,Multitype Multiprogramming Models.
1866,A theory of structural stationarity in the ,Enhanced prefetching and caching strategies for single- and multi-disk systems.
1867,A theory of structural stationarity in the ,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
1868,A theory of structural stationarity in the ,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
1869,A theory of structural stationarity in the ,Modeling Splits in File Structures.
1870,A theory of structural stationarity in the ,Optimal Divide-and-Conquer to Compute Measure and Contour for a Set of Iso-Rectangles.
1871,A theory of structural stationarity in the ,On the Complementation Rule for Multivalued Dependencies in Database Relations.
1872,A theory of structural stationarity in the ,Merged processes: a new condensed representation of Petri net behaviour.
1873,A theory of structural stationarity in the ,Calculi for Interaction.
1874,A theory of structural stationarity in the ,A Workload Model Representative of Static and Dynamic Characteristics.
1875,A theory of structural stationarity in the ,Automatic verification of concurrent systems using a formula-based compositional approach.
1876,A theory of structural stationarity in the ,The Parsing Problem for Affix Grammars.
1877,A theory of structural stationarity in the ,Modelling higher-order dual nondeterminacy.
1878,A theory of structural stationarity in the ,A Note on Multihead Automata and Context-Sensitive Languages
1879,Hex ist PSPACE-vollständig.,Sur une Conjecture de S. Greibach.
1880,Hex ist PSPACE-vollständig.,"Another Look at the ""Longest Ascending Subsequence"" Problem."
1881,Hex ist PSPACE-vollständig.,Models for Reactivity.
1882,Hex ist PSPACE-vollständig.,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.
1883,Hex ist PSPACE-vollständig.,The Derivation of Systolic Implementations of Programs.
1884,Hex ist PSPACE-vollständig.,A Note on the Density of Inherently Ambiguous Context-free Languages.
1885,Hex ist PSPACE-vollständig.,Complete Problems for Space Bounded Subclasses of NP.
1886,Hex ist PSPACE-vollständig.,COSY - A System Specification Language Based on Paths and Processes.
1887,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
1888,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,State complexity of deletion and bipolar deletion.
1889,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,High Level Tree Transducers and Iterated Pushdown Tree Transducers.
1890,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Extended multi bottom-up tree transducers.
1891,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Sur une Conjecture de S. Greibach.
1892,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Reasoning Algebraically about Loops.
1893,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Stochastic cooperative distributed grammar systems and random graphs.
1894,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Models for Reactivity.
1895,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition."
1896,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1897,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
1898,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Computational Algorithms for Networks of Queues with Rejection Blocking.
1899,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Compositional Refinements in Multiple Blackboard Systems.
1900,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Inductive Completion with Retracts.
1901,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.,Compositional schedulability analysis of real-time actor-based systems.
1902,Disjunctivity and other properties of sets of pseudo-bordered words.,Gobang ist PSPACE-vollständig.
1903,Disjunctivity and other properties of sets of pseudo-bordered words.,Representation and uniformization of algebraic transductions.
1904,Disjunctivity and other properties of sets of pseudo-bordered words.,State space axioms for T-systems.
1905,Disjunctivity and other properties of sets of pseudo-bordered words.,Infinite Proof Rules for Loops.
1906,Disjunctivity and other properties of sets of pseudo-bordered words.,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.
1907,Disjunctivity and other properties of sets of pseudo-bordered words.,How to Calculate Symmetries of Petri Nets.
1908,Disjunctivity and other properties of sets of pseudo-bordered words.,Recognizability of graph and pattern languages.
1909,Disjunctivity and other properties of sets of pseudo-bordered words.,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.
1910,Disjunctivity and other properties of sets of pseudo-bordered words.,On weighted first-order logics with discounting.
1911,Disjunctivity and other properties of sets of pseudo-bordered words.,A Principle of Independence for Binary Tree Searching.
1912,Disjunctivity and other properties of sets of pseudo-bordered words.,A new natural structural congruence in the pi-calculus with replication.
1913,Disjunctivity and other properties of sets of pseudo-bordered words.,A characterization of rational D0L power series.
1914,Disjunctivity and other properties of sets of pseudo-bordered words.,Relational structures model of concurrency.
1915,Disjunctivity and other properties of sets of pseudo-bordered words.,Complete Problems for Space Bounded Subclasses of NP.
1916,Disjunctivity and other properties of sets of pseudo-bordered words.,On Efficient Entreeings.
1917,Disjunctivity and other properties of sets of pseudo-bordered words.,Compositional schedulability analysis of real-time actor-based systems.
1918,Relational structures model of concurrency.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
1919,Relational structures model of concurrency.,High Level Tree Transducers and Iterated Pushdown Tree Transducers.
1920,Relational structures model of concurrency.,State space axioms for T-systems.
1921,Relational structures model of concurrency.,Modeling Splits in File Structures.
1922,Relational structures model of concurrency.,A Modal Logic for Message Passing Processes.
1923,Relational structures model of concurrency.,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.
1924,Relational structures model of concurrency.,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.
1925,Relational structures model of concurrency.,"Another Look at the ""Longest Ascending Subsequence"" Problem."
1926,Relational structures model of concurrency.,A first step in characterizing three-element codes.
1927,Relational structures model of concurrency.,On the Complementation Rule for Multivalued Dependencies in Database Relations.
1928,Relational structures model of concurrency.,Modelling higher-order dual nondeterminacy.
1929,On an Equivalence between Continuation and Stack Semantics.,State space axioms for T-systems.
1930,On an Equivalence between Continuation and Stack Semantics.,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.
1931,On an Equivalence between Continuation and Stack Semantics.,Algorithms for Fast Evaluation of Boolean Expressions.
1932,On an Equivalence between Continuation and Stack Semantics.,Recognizability of graph and pattern languages.
1933,On an Equivalence between Continuation and Stack Semantics.,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.
1934,On an Equivalence between Continuation and Stack Semantics.,Synchronized regular expressions.
1935,On an Equivalence between Continuation and Stack Semantics.,A Modal Logic for Message Passing Processes.
1936,On an Equivalence between Continuation and Stack Semantics.,Trace Nets and Process Automata.
1937,On an Equivalence between Continuation and Stack Semantics.,A Principle of Independence for Binary Tree Searching.
1938,On an Equivalence between Continuation and Stack Semantics.,A characterization of rational D0L power series.
1939,On an Equivalence between Continuation and Stack Semantics.,A Synthesis of Several Sorting Algorithms.
1940,On an Equivalence between Continuation and Stack Semantics.,Least Upper Bound on the Cost of Optimum Binary Search Trees.
1941,On an Equivalence between Continuation and Stack Semantics.,Automatic verification of concurrent systems using a formula-based compositional approach.
1942,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,On the Synchronization in Parallel Communicating Grammar Systems.
1943,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,A note on autodense related languages.
1944,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Recursive Petri nets.
1945,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Enhanced prefetching and caching strategies for single- and multi-disk systems.
1946,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Infinite Proof Rules for Loops.
1947,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.
1948,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Sur une Conjecture de S. Greibach.
1949,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Recognizability of graph and pattern languages.
1950,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Lazy Structure Sharing for Query Optimization.
1951,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Stochastic cooperative distributed grammar systems and random graphs.
1952,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Performance Preorder and Competitive Equivalence.
1953,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Models for Reactivity.
1954,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,MAT learners for tree series: an abstract data type and two realizations.
1955,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Paramodulated Connection Graphs.
1956,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,The Lattice of Data Refinement.
1957,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,NP-complete Problems Simplified on Tree Schemas.
1958,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1959,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.,Fifo Nets Without Order Deadlock.
1960,A Note on the Density of Inherently Ambiguous Context-free Languages.,Representation and uniformization of algebraic transductions.
1961,A Note on the Density of Inherently Ambiguous Context-free Languages.,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.
1962,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.
1963,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Weakly Context-Sensitive Languages as Model for Programming Languages.
1964,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,On the Look-Ahead Problem in Lexical Analysis.
1965,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Type-based information flow analysis for the pi-calculus.
