,paper,reference
1862,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Sur une Conjecture de S. Greibach.
1863,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,An Efficiency Preorder for Processes.
1864,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Stochastic cooperative distributed grammar systems and random graphs.
1865,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,A new natural structural congruence in the pi-calculus with replication.
1866,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Optimal Multiprogramming.
1867,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Paramodulated Connection Graphs.
1868,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Merged processes: a new condensed representation of Petri net behaviour.
1869,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Hex ist PSPACE-vollständig.
1870,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
1871,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Persistence of Vector Replacement Systems is Decidable.
1872,Computational Algorithms for Networks of Queues with Rejection Blocking.,Efficient execution of dynamically controllable simple temporal networks with uncertainty.
1873,Computational Algorithms for Networks of Queues with Rejection Blocking.,Instruction sequence processing operators.
1874,Computational Algorithms for Networks of Queues with Rejection Blocking.,On the Synchronization in Parallel Communicating Grammar Systems.
1875,Computational Algorithms for Networks of Queues with Rejection Blocking.,Rules of Inference for Procedure Calls.
1876,Computational Algorithms for Networks of Queues with Rejection Blocking.,On the Look-Ahead Problem in Lexical Analysis.
1877,Computational Algorithms for Networks of Queues with Rejection Blocking.,Algorithms for Fast Evaluation of Boolean Expressions.
1878,Computational Algorithms for Networks of Queues with Rejection Blocking.,Reasoning Algebraically about Loops.
1879,Computational Algorithms for Networks of Queues with Rejection Blocking.,The Lattice of Data Refinement.
1880,Computational Algorithms for Networks of Queues with Rejection Blocking.,Trace- and failure-based semantics for responsiveness.
1881,Computational Algorithms for Networks of Queues with Rejection Blocking.,On Parallel Integer Sorting.
1882,Compositional Refinements in Multiple Blackboard Systems.,Instruction sequence processing operators.
1883,Compositional Refinements in Multiple Blackboard Systems.,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.
1884,Compositional Refinements in Multiple Blackboard Systems.,Representation and uniformization of algebraic transductions.
1885,Compositional Refinements in Multiple Blackboard Systems.,Hierarchies of Complete Problems.
1886,Compositional Refinements in Multiple Blackboard Systems.,Algorithms for Fast Evaluation of Boolean Expressions.
1887,Compositional Refinements in Multiple Blackboard Systems.,Parallel Integer Sorting Using Small Operations.
1888,Compositional Refinements in Multiple Blackboard Systems.,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.
1889,Compositional Refinements in Multiple Blackboard Systems.,A Proof System for Distributed Processes.
1890,Compositional Refinements in Multiple Blackboard Systems.,On an Equivalence between Continuation and Stack Semantics.
1891,Compositional Refinements in Multiple Blackboard Systems.,Automatic verification of concurrent systems using a formula-based compositional approach.
1892,Compositional Refinements in Multiple Blackboard Systems.,The Parsing Problem for Affix Grammars.
1893,Compositional Refinements in Multiple Blackboard Systems.,Contextual Nets.
1894,"Special issue on ""Combining Compositionality and Concurrency"": part 1.",Backtracking in Recursive Computations.
1895,"Special issue on ""Combining Compositionality and Concurrency"": part 1.",The Parsing Problem for Affix Grammars.
1896,Automatic verification of concurrent systems using a formula-based compositional approach.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
1897,Automatic verification of concurrent systems using a formula-based compositional approach.,A general account of coinduction up-to.
1898,Automatic verification of concurrent systems using a formula-based compositional approach.,Some properties of the disjunctive languages contained in 
1899,Automatic verification of concurrent systems using a formula-based compositional approach.,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition."
1900,Automatic verification of concurrent systems using a formula-based compositional approach.,MAT learners for tree series: an abstract data type and two realizations.
1901,Automatic verification of concurrent systems using a formula-based compositional approach.,A first step in characterizing three-element codes.
1902,Complete Problems for Space Bounded Subclasses of NP.,Rules of Inference for Procedure Calls.
1903,Complete Problems for Space Bounded Subclasses of NP.,Multitype Multiprogramming Models.
1904,Complete Problems for Space Bounded Subclasses of NP.,Reasoning Algebraically about Loops.
1905,Complete Problems for Space Bounded Subclasses of NP.,A Three-Stage Construction for Multiconnection Networks.
1906,Complete Problems for Space Bounded Subclasses of NP.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
1907,Complete Problems for Space Bounded Subclasses of NP.,Automatic verification of concurrent systems using a formula-based compositional approach.
1908,Complete Problems for Space Bounded Subclasses of NP.,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.
1909,Complete Problems for Space Bounded Subclasses of NP.,The Parsing Problem for Affix Grammars.
1910,Complete Problems for Space Bounded Subclasses of NP.,Contextual Nets.
1911,Efficient controller synthesis for a fragment of MTL,Gobang ist PSPACE-vollständig.
1912,Efficient controller synthesis for a fragment of MTL,The Clean Termination of Iterative Programs.
1913,Efficient controller synthesis for a fragment of MTL,On the Look-Ahead Problem in Lexical Analysis.
1914,Efficient controller synthesis for a fragment of MTL,Does indirect addressing matter? - A note.
1915,Efficient controller synthesis for a fragment of MTL,Trace Nets and Process Automata.
1916,Efficient controller synthesis for a fragment of MTL,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.
1917,Efficient controller synthesis for a fragment of MTL,Exponentially decreasing number of operations in balanced trees.
1918,Efficient controller synthesis for a fragment of MTL,A first step in characterizing three-element codes.
1919,Efficient controller synthesis for a fragment of MTL,Formal Derivation of Strongly Correct Concurrent Programs.
1920,Efficient controller synthesis for a fragment of MTL,Parallel Integer Sorting and Simulation Amongst CRCW Models.
1921,Efficient controller synthesis for a fragment of MTL,"Invariants, Composition, and Substitution."
1922,Efficient controller synthesis for a fragment of MTL,Hex ist PSPACE-vollständig.
1923,Efficient controller synthesis for a fragment of MTL,On Removing the Machine from the Language.
1924,Efficient controller synthesis for a fragment of MTL,Dispatcher Primitives for the Construction of Operating System Kernels.
1925,Efficient controller synthesis for a fragment of MTL,COSY - A System Specification Language Based on Paths and Processes.
1926,Efficient controller synthesis for a fragment of MTL,On Parallel Integer Sorting.
1927,Two Notions of Correctness and Their Relation to Testing.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
1928,Two Notions of Correctness and Their Relation to Testing.,Deterministic pushdown-CD-systems of stateless deterministic R(1)-automata.
1929,Two Notions of Correctness and Their Relation to Testing.,Extended multi bottom-up tree transducers.
1930,Two Notions of Correctness and Their Relation to Testing.,Data Refinement by Calculation.
1931,Two Notions of Correctness and Their Relation to Testing.,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.
1932,Two Notions of Correctness and Their Relation to Testing.,On the Look-Ahead Problem in Lexical Analysis.
1933,Two Notions of Correctness and Their Relation to Testing.,On a Class of Recursive Procedures and Equivalent Iterative Ones.
1934,Two Notions of Correctness and Their Relation to Testing.,The Synthesis Problem of Petri Nets.
1935,Two Notions of Correctness and Their Relation to Testing.,"Demonic, angelic and unbounded probabilistic choices in sequential programs."
1936,Two Notions of Correctness and Their Relation to Testing.,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
1937,Two Notions of Correctness and Their Relation to Testing.,Some properties of the disjunctive languages contained in 
1938,Two Notions of Correctness and Their Relation to Testing.,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.
1939,Two Notions of Correctness and Their Relation to Testing.,Correctness of the Compiling Process Based on Axiomatic Semantics.
1940,Two Notions of Correctness and Their Relation to Testing.,A Workload Model Representative of Static and Dynamic Characteristics.
1941,Two Notions of Correctness and Their Relation to Testing.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
1942,Two Notions of Correctness and Their Relation to Testing.,Inductive Completion with Retracts.
1943,Two Notions of Correctness and Their Relation to Testing.,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.
1944,Two Notions of Correctness and Their Relation to Testing.,Compositional schedulability analysis of real-time actor-based systems.
1945,Two Notions of Correctness and Their Relation to Testing.,Applying relation algebra and Rel View to solve problems on orders and lattices.
1946,Best Huffman Trees.,Rules of Inference for Procedure Calls.
1947,Best Huffman Trees.,Extended multi bottom-up tree transducers.
1948,Best Huffman Trees.,Ein Vollständigkeitssatz für Programme und Schaltkreise.
1949,Best Huffman Trees.,Gray visiting Motzkins.
1950,Best Huffman Trees.,Automatic verification of concurrent systems using a formula-based compositional approach.
1951,Best Huffman Trees.,Complete Problems for Space Bounded Subclasses of NP.
1952,Best Huffman Trees.,Complete Parameterized Families of Job Scheduling Strategies.
1953,Best Huffman Trees.,Contextual Nets.
1954,Best Huffman Trees.,COSY - A System Specification Language Based on Paths and Processes.
1955,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Data Refinement by Calculation.
1956,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,A Comparison of Two Synchronizing Concepts.
1957,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Performance Preorder and Competitive Equivalence.
1958,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1959,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
1960,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,On Parallel Integer Sorting.
1961,The Parsing Problem for Affix Grammars.,Concurrent Access to Data.
1962,The Parsing Problem for Affix Grammars.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
1963,On Efficient Entreeings.,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.
1964,On Efficient Entreeings.,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.
1965,On Efficient Entreeings.,Infinite Proof Rules for Loops.
1966,On Efficient Entreeings.,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.
1967,On Efficient Entreeings.,An Efficiency Preorder for Processes.
1968,On Efficient Entreeings.,Relaxed red-black trees with group updates.
1969,On Efficient Entreeings.,Systolic Automata for VLSI on Balanced Trees.
1970,On Efficient Entreeings.,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition."
1971,On Efficient Entreeings.,Correctness of the Compiling Process Based on Axiomatic Semantics.
1972,On Efficient Entreeings.,The Lattice of Data Refinement.
1973,On Efficient Entreeings.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
1974,On Efficient Entreeings.,On Removing the Machine from the Language.
1975,On Efficient Entreeings.,Efficient controller synthesis for a fragment of MTL
1976,On Efficient Entreeings.,Dispatcher Primitives for the Construction of Operating System Kernels.
1977,Persistence of Vector Replacement Systems is Decidable.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
1978,Persistence of Vector Replacement Systems is Decidable.,A theory of formal synthesis via inductive learning.
1979,Persistence of Vector Replacement Systems is Decidable.,A Comparison of Two Synchronizing Concepts.
1980,Persistence of Vector Replacement Systems is Decidable.,Does indirect addressing matter? - A note.
1981,Persistence of Vector Replacement Systems is Decidable.,Stochastic cooperative distributed grammar systems and random graphs.
1982,Persistence of Vector Replacement Systems is Decidable.,A first step in characterizing three-element codes.
1983,Persistence of Vector Replacement Systems is Decidable.,Formal Derivation of Strongly Correct Concurrent Programs.
1984,Persistence of Vector Replacement Systems is Decidable.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
1985,Persistence of Vector Replacement Systems is Decidable.,Gray visiting Motzkins.
1986,Persistence of Vector Replacement Systems is Decidable.,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.
1987,Persistence of Vector Replacement Systems is Decidable.,Inductive Completion with Retracts.
1988,Persistence of Vector Replacement Systems is Decidable.,Complete Parameterized Families of Job Scheduling Strategies.
1989,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,State complexity of deletion and bipolar deletion.
1990,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,On a Class of Recursive Procedures and Equivalent Iterative Ones.
1991,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,An Efficiency Preorder for Processes.
1992,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Concurrent Access to Data.
1993,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Finite State Relational Programs.
1994,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Backtracking in Recursive Computations.
1995,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.
1996,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Computational Algorithms for Networks of Queues with Rejection Blocking.
1997,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Best Huffman Trees.
1998,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Complete Parameterized Families of Job Scheduling Strategies.
1999,Functional Behavior in Data Spaces.,Regular and context-free nominal traces.
2000,Functional Behavior in Data Spaces.,On the Synchronization in Parallel Communicating Grammar Systems.
2001,Functional Behavior in Data Spaces.,The Construction of Operator Interfaces Based on Logical Input Devices.
2002,Functional Behavior in Data Spaces.,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.
2003,Functional Behavior in Data Spaces.,Sur une Conjecture de S. Greibach.
2004,Functional Behavior in Data Spaces.,On a Class of Recursive Procedures and Equivalent Iterative Ones.
2005,Functional Behavior in Data Spaces.,Modeling Splits in File Structures.
2006,Functional Behavior in Data Spaces.,Synchronized regular expressions.
2007,Functional Behavior in Data Spaces.,The Undecidability of the Unification and Matching Problem for Canonical Theories.
2008,Functional Behavior in Data Spaces.,The stuttering principle revisited.
2009,Functional Behavior in Data Spaces.,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.
2010,Functional Behavior in Data Spaces.,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.
2011,Functional Behavior in Data Spaces.,Formal Derivation of Strongly Correct Concurrent Programs.
2012,Functional Behavior in Data Spaces.,On the Power of Chain Rules in Context Free Grammars.
2013,Functional Behavior in Data Spaces.,A Synthesis of Several Sorting Algorithms.
2014,Functional Behavior in Data Spaces.,Maximum Entropy and the 
2015,Functional Behavior in Data Spaces.,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.
2016,Functional Behavior in Data Spaces.,Efficient controller synthesis for a fragment of MTL
2017,Functional Behavior in Data Spaces.,Complete Parameterized Families of Job Scheduling Strategies.
2018,Inductive Completion with Retracts.,Symbolic checking of Fuzzy CTL on Fuzzy Program Graph.
2019,Inductive Completion with Retracts.,Hierarchies of Complete Problems.
2020,Inductive Completion with Retracts.,Concurrent Access to Data.
2021,Inductive Completion with Retracts.,Complexity Theory and the Operational Structure of Algebraic Programming Systems.
2022,Inductive Completion with Retracts.,The Lattice of Data Refinement.
2023,Inductive Completion with Retracts.,NP-complete Problems Simplified on Tree Schemas.
2024,Inductive Completion with Retracts.,A Note on the Density of Inherently Ambiguous Context-free Languages.
2025,Inductive Completion with Retracts.,COSY - A System Specification Language Based on Paths and Processes.
2026,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Behavioural Approaches to Algebraic Specifications: A Comparative Study.
2027,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Weakly Context-Sensitive Languages as Model for Programming Languages.
2028,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.
2029,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Concurrent Bisimulations in Petri Nets.
2030,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
2031,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Hierarchies of Complete Problems.
2032,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Ein Vollständigkeitssatz für Programme und Schaltkreise.
2033,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,A general account of coinduction up-to.
2034,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Does indirect addressing matter? - A note.
2035,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.
2036,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Performance Evaluation of Fork and Join Synchronization Primitives.
2037,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Correctness of the Compiling Process Based on Axiomatic Semantics.
2038,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,A Three-Stage Construction for Multiconnection Networks.
2039,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Trace- and failure-based semantics for responsiveness.
2040,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,A theory of structural stationarity in the 
2041,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
2042,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Complete Problems for Space Bounded Subclasses of NP.
2043,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Efficient controller synthesis for a fragment of MTL
2044,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Persistence of Vector Replacement Systems is Decidable.
2045,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,Domain Independence and the Relational Calculus.
2046,Complete Parameterized Families of Job Scheduling Strategies.,Hierarchies of Complete Problems.
2047,Complete Parameterized Families of Job Scheduling Strategies.,Complexity Theory and the Operational Structure of Algebraic Programming Systems.
2048,Modelling higher-order dual nondeterminacy.,Behavioural Approaches to Algebraic Specifications: A Comparative Study.
2049,Modelling higher-order dual nondeterminacy.,Representation and uniformization of algebraic transductions.
2050,Modelling higher-order dual nondeterminacy.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
2051,Modelling higher-order dual nondeterminacy.,On the Look-Ahead Problem in Lexical Analysis.
2052,Modelling higher-order dual nondeterminacy.,Data Encodings and Their Costs.
2053,Modelling higher-order dual nondeterminacy.,A Conservation Law for G/G/m Queueing Systems.
2054,Modelling higher-order dual nondeterminacy.,Recognizability of graph and pattern languages.
2055,Modelling higher-order dual nondeterminacy.,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
2056,Modelling higher-order dual nondeterminacy.,Lazy Structure Sharing for Query Optimization.
2057,Modelling higher-order dual nondeterminacy.,Concurrent Access to Data.
2058,Modelling higher-order dual nondeterminacy.,Parallel Integer Sorting Using Small Operations.
2059,Modelling higher-order dual nondeterminacy.,Liveness of a mutex algorithm in a fair process algebra.
2060,Modelling higher-order dual nondeterminacy.,"Another Look at the ""Longest Ascending Subsequence"" Problem."
2061,Modelling higher-order dual nondeterminacy.,Finite State Relational Programs.
2062,Modelling higher-order dual nondeterminacy.,Correctness of the Compiling Process Based on Axiomatic Semantics.
2063,Modelling higher-order dual nondeterminacy.,A first step in characterizing three-element codes.
2064,Modelling higher-order dual nondeterminacy.,Formal Derivation of Strongly Correct Concurrent Programs.
2065,Modelling higher-order dual nondeterminacy.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
2066,Modelling higher-order dual nondeterminacy.,Disjunctivity and other properties of sets of pseudo-bordered words.
2067,Modelling higher-order dual nondeterminacy.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
2068,Modelling higher-order dual nondeterminacy.,Automatic verification of concurrent systems using a formula-based compositional approach.
2069,Modelling higher-order dual nondeterminacy.,Complete Problems for Space Bounded Subclasses of NP.
2070,Modelling higher-order dual nondeterminacy.,The Parsing Problem for Affix Grammars.
2071,Modelling higher-order dual nondeterminacy.,Inductive Completion with Retracts.
2072,Dispatcher Primitives for the Construction of Operating System Kernels.,Concurrent Bisimulations in Petri Nets.
2073,Dispatcher Primitives for the Construction of Operating System Kernels.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
2074,Dispatcher Primitives for the Construction of Operating System Kernels.,Complexity Theory and the Operational Structure of Algebraic Programming Systems.
2075,Dispatcher Primitives for the Construction of Operating System Kernels.,Efficient LL(1) Error Correction and Recovery Using Only Insertions.
2076,Dispatcher Primitives for the Construction of Operating System Kernels.,Pattern Matching in Trees and Nets.
2077,Dispatcher Primitives for the Construction of Operating System Kernels.,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.
2078,Dispatcher Primitives for the Construction of Operating System Kernels.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
2079,Dispatcher Primitives for the Construction of Operating System Kernels.,The Parsing Problem for Affix Grammars.
2080,Dispatcher Primitives for the Construction of Operating System Kernels.,On Parallel Integer Sorting.
2081,A Note on Multihead Automata and Context-Sensitive Languages,Efficient execution of dynamically controllable simple temporal networks with uncertainty.
2082,A Note on Multihead Automata and Context-Sensitive Languages,Quad Trees: A Data Structure for Retrieval on Composite Keys.
2083,A Note on Multihead Automata and Context-Sensitive Languages,Weakly Context-Sensitive Languages as Model for Programming Languages.
2084,A Note on Multihead Automata and Context-Sensitive Languages,On the Look-Ahead Problem in Lexical Analysis.
2085,A Note on Multihead Automata and Context-Sensitive Languages,A Comparison of Two Synchronizing Concepts.
2086,A Note on Multihead Automata and Context-Sensitive Languages,On weighted first-order logics with discounting.
2087,A Note on Multihead Automata and Context-Sensitive Languages,An Efficiency Preorder for Processes.
2088,A Note on Multihead Automata and Context-Sensitive Languages,A Modal Logic for Message Passing Processes.
2089,A Note on Multihead Automata and Context-Sensitive Languages,Parallel Integer Sorting Using Small Operations.
2090,A Note on Multihead Automata and Context-Sensitive Languages,Performance Evaluation of Fork and Join Synchronization Primitives.
2091,A Note on Multihead Automata and Context-Sensitive Languages,On the Complementation Rule for Multivalued Dependencies in Database Relations.
2092,A Note on Multihead Automata and Context-Sensitive Languages,A Workload Model Representative of Static and Dynamic Characteristics.
2093,A Note on Multihead Automata and Context-Sensitive Languages,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
2094,A Note on Multihead Automata and Context-Sensitive Languages,Two Notions of Correctness and Their Relation to Testing.
2095,A Note on Multihead Automata and Context-Sensitive Languages,A Note on Multihead Automata and Context-Sensitive Languages
2096,A Note on Multihead Automata and Context-Sensitive Languages,Applying relation algebra and Rel View to solve problems on orders and lattices.
2097,A Note on Multihead Automata and Context-Sensitive Languages,Domain Independence and the Relational Calculus.
2098,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Bounded Quantification and Relations Recognizable by Finite Automata.
2099,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Symbolic checking of Fuzzy CTL on Fuzzy Program Graph.
2100,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Regular and context-free nominal traces.
2101,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,High Level Tree Transducers and Iterated Pushdown Tree Transducers.
2102,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.
2103,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Optimizing the Costs of Hierarchical Quorum Consensus.
2104,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Automatic Correction of Syntax-Errors in Programming Languages.
2105,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Concurrent Bisimulations in Petri Nets.
2106,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Extended multi bottom-up tree transducers.
2107,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
2108,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,How to Calculate Symmetries of Petri Nets.
2109,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,On weighted first-order logics with discounting.
2110,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
2111,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Inhibitionsfelder.
2112,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Concurrent Access to Data.
2113,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Generation of Efficient 
2114,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,A Survey of Normal Form Covers for Context Free Grammars.
2115,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
2116,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,NP-complete Problems Simplified on Tree Schemas.
2117,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
2118,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,The Expressive Power of Delay Operators in SCCS.
2119,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Calculi for Interaction.
2120,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.
2121,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Computational Algorithms for Networks of Queues with Rejection Blocking.
2122,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Compositional schedulability analysis of real-time actor-based systems.
2123,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Eliminating Unit Productions from LR Parsers.
2124,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,On Parallel Integer Sorting.
2125,Compositional schedulability analysis of real-time actor-based systems.,Behavioural Approaches to Algebraic Specifications: A Comparative Study.
2126,Compositional schedulability analysis of real-time actor-based systems.,What is Failure? An Approach to Constructive Negation.
2127,Compositional schedulability analysis of real-time actor-based systems.,State complexity of deletion and bipolar deletion.
2128,Compositional schedulability analysis of real-time actor-based systems.,Regular and context-free nominal traces.
2129,Compositional schedulability analysis of real-time actor-based systems.,Weakly Context-Sensitive Languages as Model for Programming Languages.
2130,Compositional schedulability analysis of real-time actor-based systems.,A note on autodense related languages.
2131,Compositional schedulability analysis of real-time actor-based systems.,Program Refinement in Fair Transition Systems.
2132,Compositional schedulability analysis of real-time actor-based systems.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
2133,Compositional schedulability analysis of real-time actor-based systems.,A general account of coinduction up-to.
2134,Compositional schedulability analysis of real-time actor-based systems.,"Nonterminals, Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems."
2135,Compositional schedulability analysis of real-time actor-based systems.,"Semantics, calculi, and analysis for object-oriented specifications."
